CheckpointID,SimulationID,Zone,Date,Year,DOY,StageName,Stage,SimSowDate,SimMatDate,SimHarvestDate,Rain,Radn,MaxT,MeanT,MinT,ThermalTime,AccEmTT,Yieldkgha,FracGrowthRate,NutrientStress,TempStress,WaterStress,Result,SimulationName,ID
1,1,Field,2019-01-01 12:00:00,2019,1,Germinating,1,NA,NA,NA,0,6.989999771118164,-18.469999313354492,-25.6899995803833,-32.90999984741211,0,0,0,0,1,0,1,NA,Simulation,362
1,1,Field,2019-01-02 12:00:00,2019,2,Germinating,1,NA,NA,NA,0.05999999865889549,3.880000114440918,-5.349999904632568,-15.34500002861023,-25.34000015258789,0,0,0,0,1,0,1,NA,Simulation,362
1,1,Field,2019-01-03 12:00:00,2019,3,Germinating,1,NA,NA,NA,0.009999999776482582,4.190000057220459,0.5899999737739563,-3.8449998795986176,-8.279999732971191,0,0,0,0,1,0,1,NA,Simulation,362
1,1,Field,2019-01-04 12:00:00,2019,4,Germinating,1,NA,NA,NA,0,6.989999771118164,1.2300000190734863,-2.0399999618530273,-5.309999942779541,0,0,0,0,1,0,1,NA,Simulation,362
1,1,Field,2019-01-05 12:00:00,2019,5,Germinating,1,NA,NA,NA,0,6.940000057220459,0.8500000238418579,-4.430000007152557,-9.710000038146973,0,0,0,0,1,0,1,NA,Simulation,362
1,1,Field,2019-01-06 12:00:00,2019,6,Germinating,1,NA,NA,NA,0.3499999940395355,1.7200000286102295,0.23000000417232513,-4.770000226795673,-9.770000457763672,0,0,0,0,1,0,1,NA,Simulation,362
1,1,Field,2019-01-07 12:00:00,2019,7,Germinating,1,NA,NA,NA,0.07999999821186066,4.230000019073486,2.0299999713897705,-0.2749999761581421,-2.5799999237060547,0,0,0,0,1,0,1,NA,Simulation,362
1,1,Field,2019-01-08 12:00:00,2019,8,Germinating,1,NA,NA,NA,0.03999999910593033,5.409999847412109,-0.029999999329447746,-7.239999904297292,-14.449999809265137,0,0,0,0,1,0,1,NA,Simulation,362
1,1,Field,2019-01-09 12:00:00,2019,9,Germinating,1,NA,NA,NA,0,8.09000015258789,-13.15999984741211,-15.265000343322754,-17.3700008392334,0,0,0,0,1,0,1,NA,Simulation,362
1,1,Field,2019-01-10 12:00:00,2019,10,Germinating,1,NA,NA,NA,0,7.5,-5.53000020980835,-10.575000047683716,-15.619999885559082,0,0,0,0,1,0,1,NA,Simulation,362
1,1,Field,2019-01-11 12:00:00,2019,11,Germinating,1,NA,NA,NA,0.029999999329447746,7.309999942779541,-3.490000009536743,-7.150000214576721,-10.8100004196167,0,0,0,0,1,0,1,NA,Simulation,362
1,1,Field,2019-01-12 12:00:00,2019,12,Germinating,1,NA,NA,NA,0.05000000074505806,5.769999980926514,-2.4800000190734863,-5.694999933242798,-8.90999984741211,0,0,0,0,1,0,1,NA,Simulation,362
1,1,Field,2019-01-13 12:00:00,2019,13,Germinating,1,NA,NA,NA,0.029999999329447746,3.4100000858306885,-0.20000000298023224,-4.1399999633431435,-8.079999923706055,0,0,0,0,1,0,1,NA,Simulation,362
1,1,Field,2019-01-14 12:00:00,2019,14,Germinating,1,NA,NA,NA,0.05999999865889549,3.490000009536743,-2.1700000762939453,-4.990000009536743,-7.809999942779541,0,0,0,0,1,0,1,NA,Simulation,362
1,1,Field,2019-01-15 12:00:00,2019,15,Germinating,1,NA,NA,NA,0.019999999552965164,2.2899999618530273,-0.5699999928474426,-9.614999920129776,-18.65999984741211,0,0,0,0,1,0,1,NA,Simulation,362
1,1,Field,2019-01-16 12:00:00,2019,16,Germinating,1,NA,NA,NA,0,7.889999866485596,-10.8100004196167,-16.665000438690186,-22.520000457763672,0,0,0,0,1,0,1,NA,Simulation,362
1,1,Field,2019-01-17 12:00:00,2019,17,Germinating,1,NA,NA,NA,0,6.480000019073486,-8.420000076293945,-13.194999694824219,-17.969999313354492,0,0,0,0,1,0,1,NA,Simulation,362
1,1,Field,2019-01-18 12:00:00,2019,18,Germinating,1,NA,NA,NA,2.069999933242798,4.230000019073486,-16.729999542236328,-18.844999313354492,-20.959999084472656,0,0,0,0,1,0,1,NA,Simulation,362
1,1,Field,2019-01-19 12:00:00,2019,19,Germinating,1,NA,NA,NA,0.009999999776482582,8.890000343322754,-17.15999984741211,-23.274999618530273,-29.389999389648438,0,0,0,0,1,0,1,NA,Simulation,362
1,1,Field,2019-01-20 12:00:00,2019,20,Germinating,1,NA,NA,NA,0.3400000035762787,9.15999984741211,-15.210000038146973,-19.05999994277954,-22.90999984741211,0,0,0,0,1,0,1,NA,Simulation,362
1,1,Field,2019-01-21 12:00:00,2019,21,Germinating,1,NA,NA,NA,1.4199999570846558,3.559999942779541,-10.140000343322754,-15.455000400543213,-20.770000457763672,0,0,0,0,1,0,1,NA,Simulation,362
