CheckpointID,SimulationID,Zone,Date,Year,DOY,StageName,Stage,SimSowDate,SimMatDate,SimHarvestDate,Rain,Radn,MaxT,MeanT,MinT,ThermalTime,AccEmTT,Yieldkgha,FracGrowthRate,NutrientStress,TempStress,WaterStress,Result,SimulationName,ID
1,1,Field,2023-01-01 12:00:00,2023,1,Germinating,1,NA,NA,NA,0.03999999910593033,5.96999979019165,-2.940000057220459,-7.2149999141693115,-11.489999771118164,0,0,0,0,1,0,1,NA,Simulation,383
1,1,Field,2023-01-02 12:00:00,2023,2,Germinating,1,NA,NA,NA,0.019999999552965164,3.299999952316284,-7.769999980926514,-10.399999856948853,-13.029999732971191,0,0,0,0,1,0,1,NA,Simulation,383
1,1,Field,2023-01-03 12:00:00,2023,3,Germinating,1,NA,NA,NA,6.929999828338623,1.7100000381469727,-7.440000057220459,-11.584999799728394,-15.729999542236328,0,0,0,0,1,0,1,NA,Simulation,383
1,1,Field,2023-01-04 12:00:00,2023,4,Germinating,1,NA,NA,NA,4.230000019073486,2.759999990463257,-5.289999961853027,-7.170000076293945,-9.050000190734863,0,0,0,0,1,0,1,NA,Simulation,383
1,1,Field,2023-01-05 12:00:00,2023,5,Germinating,1,NA,NA,NA,0.07999999821186066,6.110000133514404,-8.050000190734863,-12.08500051498413,-16.1200008392334,0,0,0,0,1,0,1,NA,Simulation,383
1,1,Field,2023-01-06 12:00:00,2023,6,Germinating,1,NA,NA,NA,0.05000000074505806,6.860000133514404,-8.4399995803833,-12.179999828338623,-15.920000076293945,0,0,0,0,1,0,1,NA,Simulation,383
1,1,Field,2023-01-07 12:00:00,2023,7,Germinating,1,NA,NA,NA,0.019999999552965164,7.889999866485596,-9.210000038146973,-12.519999980926514,-15.829999923706055,0,0,0,0,1,0,1,NA,Simulation,383
1,1,Field,2023-01-08 12:00:00,2023,8,Germinating,1,NA,NA,NA,0.05999999865889549,7.980000019073486,-4.289999961853027,-9.59000015258789,-14.890000343322754,0,0,0,0,1,0,1,NA,Simulation,383
1,1,Field,2023-01-09 12:00:00,2023,9,Germinating,1,NA,NA,NA,0.07000000029802322,5.230000019073486,-5.480000019073486,-8.620000123977661,-11.760000228881836,0,0,0,0,1,0,1,NA,Simulation,383
1,1,Field,2023-01-10 12:00:00,2023,10,Germinating,1,NA,NA,NA,0.3499999940395355,3.680000066757202,-3.0299999713897705,-7.029999852180481,-11.029999732971191,0,0,0,0,1,0,1,NA,Simulation,383
1,1,Field,2023-01-11 12:00:00,2023,11,Germinating,1,NA,NA,NA,0.12999999523162842,1.7599999904632568,-2.2300000190734863,-5.669999837875366,-9.109999656677246,0,0,0,0,1,0,1,NA,Simulation,383
